pl_name,hostname,hip_name,default_flag,sy_snum,sy_pnum
HD 49674 b,HD 49674,HIP 32916,0,1,1
HD 49674 b,HD 49674,HIP 32916,0,1,1
HD 49674 b,HD 49674,HIP 32916,0,1,1
HD 50499 b,HD 50499,HIP 32970,0,1,2
HD 50499 b,HD 50499,HIP 32970,0,1,2
HD 50499 b,HD 50499,HIP 32970,1,1,2
HD 50499 b,HD 50499,HIP 32970,0,1,2
HD 50499 b,HD 50499,HIP 32970,0,1,2
HD 50499 c,HD 50499,HIP 32970,1,1,2
HD 50499 c,HD 50499,HIP 32970,0,1,2
HD 50554 b,HD 50554,HIP 33212,0,1,1
HD 50554 b,HD 50554,HIP 33212,0,1,1
HD 50554 b,HD 50554,HIP 33212,0,1,1
HD 50554 b,HD 50554,HIP 33212,1,1,1
HD 50554 b,HD 50554,HIP 33212,0,1,1
HD 50554 b,HD 50554,HIP 33212,0,1,1
HD 51608 b,HD 51608,HIP 33229,1,1,2
HD 51608 c,HD 51608,HIP 33229,1,1,2
HD 52265 b,HD 52265,HIP 33719,0,1,1
HD 52265 b,HD 52265,HIP 33719,1,1,1
HD 52265 b,HD 52265,HIP 33719,0,1,1
HD 52265 b,HD 52265,HIP 33719,0,1,1
HD 52265 b,HD 52265,HIP 33719,0,1,1
HD 52265 b,HD 52265,HIP 33719,0,1,1
HD 5278 b,HD 5278,HIP 3911,1,1,2
HD 5278 b,HD 5278,HIP 3911,0,1,2
HD 5278 b,HD 5278,HIP 3911,0,1,2
HD 5278 c,HD 5278,HIP 3911,1,1,2
HD 5319 b,HD 5319,HIP 4297,0,1,2
HD 5319 b,HD 5319,HIP 4297,1,1,2
HD 5319 b,HD 5319,HIP 4297,0,1,2
HD 5319 b,HD 5319,HIP 4297,0,1,2
HD 5319 b,HD 5319,HIP 4297,0,1,2
HD 5319 c,HD 5319,HIP 4297,1,1,2
HD 5319 c,HD 5319,HIP 4297,0,1,2
HD 5319 c,HD 5319,HIP 4297,0,1,2
HD 55696 b,HD 55696,HIP 34801,0,1,1
HD 55696 b,HD 55696,HIP 34801,1,1,1
HD 5608 b,HD 5608,HIP 4552,1,2,1
HD 5608 b,HD 5608,HIP 4552,0,2,1
HD 5608 b,HD 5608,HIP 4552,0,2,1
HD 5608 b,HD 5608,HIP 4552,0,2,1
HD 564 b,HD 564,HIP 801,1,1,1
HD 5891 b,HD 5891,HIP 4715,1,1,1
HD 5891 b,HD 5891,HIP 4715,0,1,1
HD 59686 A b,HD 59686 A,HIP 36616,1,2,1
HD 60292 b,HD 60292,HIP 37196,1,1,1
HD 60532 b,HD 60532,HIP 36795,1,1,2
HD 60532 b,HD 60532,HIP 36795,0,1,2
HD 60532 c,HD 60532,HIP 36795,0,1,2
HD 60532 c,HD 60532,HIP 36795,1,1,2
HD 62364 b,HD 62364,HIP 36941,0,1,2
HD 62364 b,HD 62364,HIP 36941,1,1,2
HD 62364 b,HD 62364,HIP 36941,0,1,2
HD 62364 b,HD 62364,HIP 36941,0,1,2
HD 62364 c,HD 62364,HIP 36941,1,1,2
HD 62509 b,HD 62509,HIP 37826,0,1,1
HD 62509 b,HD 62509,HIP 37826,0,1,1
HD 62509 b,HD 62509,HIP 37826,0,1,1
HD 62509 b,HD 62509,HIP 37826,1,1,1
HD 63433 b,HD 63433,HIP 38228,0,1,3
HD 63433 b,HD 63433,HIP 38228,0,1,3
HD 63433 b,HD 63433,HIP 38228,1,1,3
HD 63433 b,HD 63433,HIP 38228,0,1,3
HD 63433 b,HD 63433,HIP 38228,0,1,3
HD 63433 c,HD 63433,HIP 38228,0,1,3
HD 63433 c,HD 63433,HIP 38228,0,1,3
HD 63433 c,HD 63433,HIP 38228,0,1,3
HD 63433 c,HD 63433,HIP 38228,1,1,3
HD 63433 c,HD 63433,HIP 38228,0,1,3
HD 63433 c,HD 63433,HIP 38228,0,1,3
HD 63433 d,HD 63433,HIP 38228,1,1,3
HD 63454 b,HD 63454,HIP 37284,1,1,1
HD 63454 b,HD 63454,HIP 37284,0,1,1
HD 63454 b,HD 63454,HIP 37284,0,1,1
HD 63765 b,HD 63765,HIP 38041,1,1,1
HD 63765 b,HD 63765,HIP 38041,0,1,1
HD 63935 b,HD 63935,HIP 38374,1,1,2
HD 63935 b,HD 63935,HIP 38374,0,1,2
HD 63935 c,HD 63935,HIP 38374,1,1,2
HD 63935 c,HD 63935,HIP 38374,0,1,2
HD 64114 b,HD 64114,HIP 38392,1,1,1
HD 6434 b,HD 6434,HIP 5054,0,1,1
HD 6434 b,HD 6434,HIP 5054,1,1,1
HD 6434 b,HD 6434,HIP 5054,0,1,1
HD 65216 b,HD 65216,HIP 38558,0,3,2
HD 65216 b,HD 65216,HIP 38558,0,3,2
HD 65216 b,HD 65216,HIP 38558,0,3,2
HD 65216 b,HD 65216,HIP 38558,1,3,2
HD 65216 c,HD 65216,HIP 38558,1,3,2
HD 65216 c,HD 65216,HIP 38558,0,3,2
HD 66141 b,HD 66141,HIP 39311,1,1,1
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 b,HD 66428,HIP 39417,1,1,2
HD 66428 b,HD 66428,HIP 39417,0,1,2
HD 66428 c,HD 66428,HIP 39417,0,1,2
HD 66428 c,HD 66428,HIP 39417,1,1,2
HD 67087 b,HD 67087,HIP 39767,1,1,2
HD 67087 c,HD 67087,HIP 39767,1,1,2
HD 6718 b,HD 6718,HIP 5301,0,1,1
HD 6718 b,HD 6718,HIP 5301,1,1,1
HD 68402 b,HD 68402,HIP 39589,1,1,1
HD 68402 b,HD 68402,HIP 39589,0,1,1
HD 6860 b,HD 6860,HIP 5447,1,1,1
HD 68988 b,HD 68988,HIP 40687,1,1,2
HD 68988 b,HD 68988,HIP 40687,0,1,2
HD 68988 b,HD 68988,HIP 40687,0,1,2
HD 68988 b,HD 68988,HIP 40687,0,1,2
HD 68988 c,HD 68988,HIP 40687,1,1,2
HD 69123 b,HD 69123,HIP 40344,0,1,1
HD 69123 b,HD 69123,HIP 40344,1,1,1
HD 69830 b,HD 69830,HIP 40693,0,1,3
HD 69830 b,HD 69830,HIP 40693,1,1,3
HD 69830 c,HD 69830,HIP 40693,0,1,3
HD 69830 c,HD 69830,HIP 40693,1,1,3
HD 69830 d,HD 69830,HIP 40693,1,1,3
HD 69830 d,HD 69830,HIP 40693,0,1,3
HD 70642 b,HD 70642,HIP 40952,0,1,1
HD 70642 b,HD 70642,HIP 40952,0,1,1
HD 70642 b,HD 70642,HIP 40952,0,1,1
HD 70642 b,HD 70642,HIP 40952,1,1,1
HD 70642 b,HD 70642,HIP 40952,0,1,1
HD 7199 b,HD 7199,HIP 5529,1,1,1
HD 7199 b,HD 7199,HIP 5529,0,1,1
HD 72490 b,HD 72490,HIP 41997,1,1,1
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,1,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 b,HD 72659,HIP 42030,0,1,2
HD 72659 c,HD 72659,HIP 42030,1,1,2
HD 72892 b,HD 72892,HIP 42098,1,1,1
HD 72892 b,HD 72892,HIP 42098,0,1,1
HD 73256 c,HD 73256,HIP 42214,1,1,1
HD 73267 b,HD 73267,HIP 42202,1,1,2
HD 73267 b,HD 73267,HIP 42202,0,1,2
HD 73267 b,HD 73267,HIP 42202,0,1,2
HD 73267 b,HD 73267,HIP 42202,0,1,2
HD 73267 c,HD 73267,HIP 42202,1,1,2
HD 73267 c,HD 73267,HIP 42202,0,1,2
HD 73526 b,HD 73526,HIP 42282,0,1,2
HD 73526 b,HD 73526,HIP 42282,1,1,2
HD 73526 b,HD 73526,HIP 42282,0,1,2
HD 73526 c,HD 73526,HIP 42282,1,1,2
HD 73534 b,HD 73534,HIP 42446,0,1,1
HD 73534 b,HD 73534,HIP 42446,0,1,1
HD 73534 b,HD 73534,HIP 42446,0,1,1
HD 73534 b,HD 73534,HIP 42446,1,1,1
HD 73534 b,HD 73534,HIP 42446,0,1,1
HD 73583 b,HD 73583,HIP 42401,1,1,2
HD 73583 b,HD 73583,HIP 42401,0,1,2
HD 73583 b,HD 73583,HIP 42401,0,1,2
HD 73583 b,HD 73583,HIP 42401,0,1,2
HD 73583 c,HD 73583,HIP 42401,0,1,2
HD 73583 c,HD 73583,HIP 42401,0,1,2
HD 73583 c,HD 73583,HIP 42401,1,1,2
HD 74156 b,HD 74156,HIP 42723,0,1,2
HD 74156 b,HD 74156,HIP 42723,0,1,2
HD 74156 b,HD 74156,HIP 42723,0,1,2
HD 74156 b,HD 74156,HIP 42723,0,1,2
HD 74156 b,HD 74156,HIP 42723,0,1,2
HD 74156 b,HD 74156,HIP 42723,1,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 74156 c,HD 74156,HIP 42723,1,1,2
HD 74156 c,HD 74156,HIP 42723,0,1,2
HD 7449 b,HD 7449,HIP 5806,1,2,1
HD 7449 b,HD 7449,HIP 5806,0,2,1
HD 7449 b,HD 7449,HIP 5806,0,2,1
HD 7449 b,HD 7449,HIP 5806,0,2,1
HD 7449 b,HD 7449,HIP 5806,0,2,1
HD 74698 b,HD 74698,HIP 42532,1,1,2
HD 74698 c,HD 74698,HIP 42532,1,1,2
HD 75289 b,HD 75289,HIP 43177,0,2,1
HD 75289 b,HD 75289,HIP 43177,1,2,1
HD 75289 b,HD 75289,HIP 43177,0,2,1
HD 75289 b,HD 75289,HIP 43177,0,2,1
HD 75302 b,HD 75302,HIP 43297,1,1,1
HD 75784 b,HD 75784,HIP 43569,0,1,2
HD 75784 b,HD 75784,HIP 43569,0,1,2
HD 75784 b,HD 75784,HIP 43569,1,1,2
HD 75784 c,HD 75784,HIP 43569,1,1,2
HD 75784 c,HD 75784,HIP 43569,0,1,2
HD 75784 c,HD 75784,HIP 43569,0,1,2
HD 75898 b,HD 75898,HIP 43674,0,1,1
HD 75898 b,HD 75898,HIP 43674,1,1,1
HD 75898 b,HD 75898,HIP 43674,0,1,1
HD 76700 b,HD 76700,HIP 43686,0,1,1
HD 76700 b,HD 76700,HIP 43686,1,1,1
HD 76700 b,HD 76700,HIP 43686,0,1,1
HD 76920 b,HD 76920,HIP 43803,1,1,1
HD 77338 b,HD 77338,HIP 44291,1,1,1
HD 77338 b,HD 77338,HIP 44291,0,1,1
HD 77946 b,HD 77946,HIP 44746,0,1,1
HD 77946 b,HD 77946,HIP 44746,1,1,1
HD 7924 b,HD 7924,HIP 6379,1,1,3
HD 7924 b,HD 7924,HIP 6379,0,1,3
HD 7924 b,HD 7924,HIP 6379,0,1,3
HD 7924 b,HD 7924,HIP 6379,0,1,3
HD 7924 b,HD 7924,HIP 6379,0,1,3
HD 7924 c,HD 7924,HIP 6379,0,1,3
HD 7924 c,HD 7924,HIP 6379,1,1,3
HD 7924 d,HD 7924,HIP 6379,1,1,3
HD 7924 d,HD 7924,HIP 6379,0,1,3
HD 79498 b,HD 79498,HIP 45406,1,2,1
HD 79498 b,HD 79498,HIP 45406,0,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80606 b,HD 80606,HIP 45982,1,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80606 b,HD 80606,HIP 45982,0,2,1
HD 80869 b,HD 80869,HIP 46022,0,1,1
HD 80869 b,HD 80869,HIP 46022,0,1,1
HD 80869 b,HD 80869,HIP 46022,1,1,1
HD 81040 b,HD 81040,HIP 46076,0,1,1
HD 81040 b,HD 81040,HIP 46076,1,1,1
HD 81040 b,HD 81040,HIP 46076,0,1,1
HD 81040 b,HD 81040,HIP 46076,0,1,1
HD 81688 b,HD 81688,HIP 46471,0,1,1
HD 81688 b,HD 81688,HIP 46471,1,1,1
HD 81688 b,HD 81688,HIP 46471,0,1,1
HD 81817 b,HD 81817,HIP 47193,1,1,2
HD 81817 b,HD 81817,HIP 47193,0,1,2
HD 81817 c,HD 81817,HIP 47193,1,1,2
HD 82886 b,HD 82886,HIP 47087,0,1,1
HD 82886 b,HD 82886,HIP 47087,1,1,1
HD 82943 b,HD 82943,HIP 47007,0,1,2
HD 82943 b,HD 82943,HIP 47007,1,1,2
HD 82943 b,HD 82943,HIP 47007,0,1,2
HD 82943 b,HD 82943,HIP 47007,0,1,2
HD 82943 b,HD 82943,HIP 47007,0,1,2
HD 82943 c,HD 82943,HIP 47007,1,1,2
HD 82943 c,HD 82943,HIP 47007,0,1,2
HD 82943 c,HD 82943,HIP 47007,0,1,2
HD 82943 c,HD 82943,HIP 47007,0,1,2
HD 82943 c,HD 82943,HIP 47007,0,1,2
HD 8326 b,HD 8326,HIP 6390,1,1,1
HD 83443 b,HD 83443,HIP 47202,1,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 b,HD 83443,HIP 47202,0,1,2
HD 83443 c,HD 83443,HIP 47202,1,1,2
HD 8535 b,HD 8535,HIP 6511,1,2,1
HD 85390 b,HD 85390,HIP 48235,0,1,1
HD 85390 b,HD 85390,HIP 48235,0,1,1
HD 85390 b,HD 85390,HIP 48235,1,1,1
HD 85512 b,HD 85512,HIP 48331,1,1,1
HD 85512 b,HD 85512,HIP 48331,0,1,1
HD 8574 b,HD 8574,HIP 6643,0,1,1
HD 8574 b,HD 8574,HIP 6643,0,1,1
HD 8574 b,HD 8574,HIP 6643,1,1,1
HD 8574 b,HD 8574,HIP 6643,0,1,1
HD 86081 b,HD 86081,HIP 48711,0,2,1
HD 86081 b,HD 86081,HIP 48711,1,2,1
HD 86081 b,HD 86081,HIP 48711,0,2,1
HD 86226 b,HD 86226,HIP 48739,1,1,2
HD 86226 b,HD 86226,HIP 48739,0,1,2
HD 86226 b,HD 86226,HIP 48739,0,1,2
HD 86226 c,HD 86226,HIP 48739,1,1,2
HD 86226 c,HD 86226,HIP 48739,0,1,2
HD 86226 c,HD 86226,HIP 48739,0,1,2
HD 86264 b,HD 86264,HIP 48780,0,1,1
HD 86264 b,HD 86264,HIP 48780,0,1,1
HD 86264 b,HD 86264,HIP 48780,1,1,1
HD 8673 b,HD 8673,HIP 6702,1,2,1
HD 8673 b,HD 8673,HIP 6702,0,2,1
HD 86950 b,HD 86950,HIP 49129,1,1,1
HD 87646 b,HD 87646,HIP 49522 A,1,3,1
HD 87883 b,HD 87883,HIP 49699,0,1,1
HD 87883 b,HD 87883,HIP 49699,0,1,1
HD 87883 b,HD 87883,HIP 49699,1,1,1
HD 87883 b,HD 87883,HIP 49699,0,1,1
HD 87883 b,HD 87883,HIP 49699,0,1,1
HD 88133 b,HD 88133,HIP 49813,0,1,1
HD 88133 b,HD 88133,HIP 49813,0,1,1
HD 88133 b,HD 88133,HIP 49813,1,1,1
HD 88133 b,HD 88133,HIP 49813,0,1,1
HD 88133 b,HD 88133,HIP 49813,0,1,1
HD 88133 b,HD 88133,HIP 49813,0,1,1
HD 88986 b,HD 88986,HIP 50316,1,1,1
HD 89307 b,HD 89307,HIP 50473,0,1,1
HD 89307 b,HD 89307,HIP 50473,0,1,1
HD 89307 b,HD 89307,HIP 50473,1,1,1
HD 89307 b,HD 89307,HIP 50473,0,1,1
HD 89307 b,HD 89307,HIP 50473,0,1,1
HD 89307 b,HD 89307,HIP 50473,0,1,1
HD 89345 b,HD 89345,HIP 50496,1,1,1
HD 89345 b,HD 89345,HIP 50496,0,1,1
HD 89345 b,HD 89345,HIP 50496,0,1,1
HD 89345 b,HD 89345,HIP 50496,0,1,1
HD 89345 b,HD 89345,HIP 50496,0,1,1
HD 89744 b,HD 89744,HIP 50786,1,2,1
HD 89744 b,HD 89744,HIP 50786,0,2,1
HD 89744 b,HD 89744,HIP 50786,0,2,1
HD 89839 b,HD 89839,HIP 50653,1,1,1
HD 89839 b,HD 89839,HIP 50653,0,1,1
HD 90156 b,HD 90156,HIP 50921,0,1,1
HD 90156 b,HD 90156,HIP 50921,1,1,1
HD 9174 b,HD 9174,HIP 6993,1,1,1
HD 92788 b,HD 92788,HIP 52409,0,1,2
HD 92788 b,HD 92788,HIP 52409,0,1,2
HD 92788 b,HD 92788,HIP 52409,1,1,2
HD 92788 b,HD 92788,HIP 52409,0,1,2
HD 92788 b,HD 92788,HIP 52409,0,1,2
HD 92788 b,HD 92788,HIP 52409,0,1,2
HD 92788 c,HD 92788,HIP 52409,0,1,2
HD 92788 c,HD 92788,HIP 52409,1,1,2
HD 93083 b,HD 93083,HIP 52521,1,1,1
HD 9446 b,HD 9446,HIP 7245,1,1,2
HD 9446 c,HD 9446,HIP 7245,1,1,2
HD 94771 b,HD 94771,HIP 53437,1,1,1
HD 94834 b,HD 94834,HIP 53545,1,1,1
HD 95086 b,HD 95086,HIP 53524,0,1,1
HD 95086 b,HD 95086,HIP 53524,0,1,1
HD 95086 b,HD 95086,HIP 53524,0,1,1
HD 95086 b,HD 95086,HIP 53524,1,1,1
HD 95086 b,HD 95086,HIP 53524,0,1,1
HD 95089 b,HD 95089,HIP 53666,1,1,2
HD 95089 b,HD 95089,HIP 53666,0,1,2
HD 95089 c,HD 95089,HIP 53666,0,1,2
HD 95089 c,HD 95089,HIP 53666,1,1,2
HD 95127 b,HD 95127,HIP 53733,0,1,1
HD 95127 b,HD 95127,HIP 53733,1,1,1
HD 95338 b,HD 95338,HIP 53719,1,1,1
HD 95338 b,HD 95338,HIP 53719,0,1,1
HD 95544 b,HD 95544,HIP 54203,0,1,1
HD 95544 b,HD 95544,HIP 54203,1,1,1
HD 95544 b,HD 95544,HIP 54203,0,1,1
HD 95735 c,GJ 411,HIP 54035,0,1,2
HD 95735 c,GJ 411,HIP 54035,1,1,2
HD 96063 b,HD 96063,HIP 54158,0,1,1
HD 96063 b,HD 96063,HIP 54158,1,1,1
HD 96127 b,HD 96127,HIP 54232,1,1,1
HD 96127 b,HD 96127,HIP 54232,0,1,1
HD 96167 b,HD 96167,HIP 54195,0,2,1
HD 96167 b,HD 96167,HIP 54195,0,2,1
HD 96167 b,HD 96167,HIP 54195,1,2,1
HD 96167 b,HD 96167,HIP 54195,0,2,1
HD 96700 b,HD 96700,HIP 54400,1,1,3
HD 96700 c,HD 96700,HIP 54400,1,1,3
HD 96700 d,HD 96700,HIP 54400,1,1,3
HD 96992 b,HD 96992,HIP 54595,1,1,1
HD 97048 b,HD 97048,HIP 54413,1,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,1,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 97658 b,HD 97658,HIP 54906,0,1,1
HD 98219 b,HD 98219,HIP 55174,1,1,1
HD 98219 b,HD 98219,HIP 55174,0,1,1
HD 98219 b,HD 98219,HIP 55174,0,1,1
HD 98649 b,HD 98649,HIP 55409,1,1,1
HD 98649 b,HD 98649,HIP 55409,0,1,1
HD 98649 b,HD 98649,HIP 55409,0,1,1
HD 98649 b,HD 98649,HIP 55409,0,1,1
HD 98736 b,HD 98736,HIP 55486 A,1,2,1
HD 99109 b,HD 99109,HIP 55664,0,1,1
HD 99109 b,HD 99109,HIP 55664,0,1,1
HD 99109 b,HD 99109,HIP 55664,1,1,1
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 b,HD 99492,HIP 55848,1,2,2
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 b,HD 99492,HIP 55848,0,2,2
HD 99492 c,HD 99492,HIP 55848,1,2,2
HD 99706 b,HD 99706,HIP 55994,0,1,2
HD 99706 b,HD 99706,HIP 55994,0,1,2
HD 99706 b,HD 99706,HIP 55994,1,1,2
HD 99706 c,HD 99706,HIP 55994,1,1,2
HIP 105854 b,HIP 105854,HIP 105854,1,1,1
HIP 107772 b,HIP 107772,HIP 107772,1,1,1
HIP 107773 b,HIP 107773,HIP 107773,1,1,1
HIP 109384 b,HIP 109384,HIP 109384,1,1,1
HIP 109600 b,HIP 109600,HIP 109600,1,2,1
HIP 113103 b,HIP 113103,HIP 113103,1,1,2
HIP 113103 c,HIP 113103,HIP 113103,1,1,2
HIP 113103 c,HIP 113103,HIP 113103,0,1,2
HIP 114933 b,HIP 114933,HIP 114933,1,1,1
HIP 116454 b,HIP 116454,HIP 116454,0,2,1
HIP 116454 b,HIP 116454,HIP 116454,0,2,1
HIP 116454 b,HIP 116454,HIP 116454,1,2,1
HIP 116454 b,HIP 116454,HIP 116454,0,2,1
HIP 12961 b,HIP 12961,HIP 12961,1,1,1
HIP 12961 b,HIP 12961,HIP 12961,0,1,1
HIP 14810 b,HIP 14810,HIP 14810,0,1,3
HIP 14810 b,HIP 14810,HIP 14810,0,1,3
HIP 14810 b,HIP 14810,HIP 14810,0,1,3
HIP 14810 b,HIP 14810,HIP 14810,0,1,3
HIP 14810 b,HIP 14810,HIP 14810,1,1,3
HIP 14810 c,HIP 14810,HIP 14810,0,1,3
HIP 14810 c,HIP 14810,HIP 14810,0,1,3
HIP 14810 c,HIP 14810,HIP 14810,1,1,3
HIP 14810 d,HIP 14810,HIP 14810,0,1,3
HIP 14810 d,HIP 14810,HIP 14810,1,1,3
HIP 19976 b,HIP 19976,HIP 19976,1,1,1
HIP 21152 b,HIP 21152,HIP 21152,0,2,1
HIP 21152 b,HIP 21152,HIP 21152,1,2,1
HIP 29442 b,HIP 29442,HIP 29442,0,1,3
HIP 29442 b,HIP 29442,HIP 29442,1,1,3
HIP 29442 c,HIP 29442,HIP 29442,1,1,3
HIP 29442 d,HIP 29442,HIP 29442,1,1,3
HIP 34222 b,HIP 34222,HIP 34222,1,1,1
HIP 35173 b,HIP 35173,HIP 35173,1,1,1
HIP 35965 b,HIP 35965,HIP 35965,1,1,1
HIP 38594 b,HIP 38594,HIP 38594,1,2,2
HIP 38594 c,HIP 38594,HIP 38594,1,2,2
HIP 41378 b,HIP 41378,HIP 41378,0,1,5
HIP 41378 b,HIP 41378,HIP 41378,0,1,5
HIP 41378 b,HIP 41378,HIP 41378,1,1,5
HIP 41378 c,HIP 41378,HIP 41378,1,1,5
HIP 41378 c,HIP 41378,HIP 41378,0,1,5
HIP 41378 c,HIP 41378,HIP 41378,0,1,5
HIP 41378 d,HIP 41378,HIP 41378,0,1,5
HIP 41378 d,HIP 41378,HIP 41378,0,1,5
HIP 41378 d,HIP 41378,HIP 41378,1,1,5
HIP 41378 d,HIP 41378,HIP 41378,0,1,5
HIP 41378 e,HIP 41378,HIP 41378,1,1,5
HIP 41378 e,HIP 41378,HIP 41378,0,1,5
HIP 41378 f,HIP 41378,HIP 41378,0,1,5
HIP 41378 f,HIP 41378,HIP 41378,1,1,5
HIP 41378 f,HIP 41378,HIP 41378,0,1,5
HIP 4845 b,HIP 4845,HIP 4845,1,1,1
HIP 48714 b,HIP 48714,HIP 48714,1,1,1
HIP 5158 b,HIP 5158,HIP 5158,1,1,2
HIP 5158 b,HIP 5158,HIP 5158,0,1,2
HIP 5158 b,HIP 5158,HIP 5158,0,1,2
HIP 5158 c,HIP 5158,HIP 5158,1,1,2
HIP 54373 b,HIP 54373,HIP 54373,1,1,2
HIP 54373 c,HIP 54373,HIP 54373,1,1,2
HIP 54597 b,HIP 54597,HIP 54597,0,1,1
HIP 54597 b,HIP 54597,HIP 54597,1,1,1
HIP 55507 b,HIP 55507,HIP 55507,1,1,1
HIP 56640 b,HIP 56640,HIP 56640,1,1,1
HIP 56640 b,HIP 56640,HIP 56640,0,1,1
HIP 56640 b,HIP 56640,HIP 56640,0,1,1
HIP 57274 b,HIP 57274,HIP 57274,0,1,3
HIP 57274 b,HIP 57274,HIP 57274,0,1,3
HIP 57274 b,HIP 57274,HIP 57274,1,1,3
HIP 57274 c,HIP 57274,HIP 57274,1,1,3
HIP 57274 d,HIP 57274,HIP 57274,1,1,3
HIP 5763 b,HIP 5763,HIP 5763,1,1,1
HIP 63242 b,HIP 63242,HIP 63242,1,1,1
HIP 65 A b,HIP 65 A,HIP 65 A,0,2,1
HIP 65 A b,HIP 65 A,HIP 65 A,0,2,1
HIP 65 A b,HIP 65 A,HIP 65 A,1,2,1
HIP 65 A b,HIP 65 A,HIP 65 A,0,2,1
HIP 65407 b,HIP 65407,HIP 65407,1,1,2
HIP 65407 c,HIP 65407,HIP 65407,1,1,2
HIP 65426 b,HIP 65426,HIP 65426,1,1,1
HIP 65891 b,HIP 65891,HIP 65891,0,1,1
HIP 65891 b,HIP 65891,HIP 65891,1,1,1
HIP 66074 b,HIP 66074,HIP 66074,1,1,1
HIP 67522 b,HIP 67522,HIP 67522,0,1,1
HIP 67522 b,HIP 67522,HIP 67522,1,1,1
HIP 67537 b,HIP 67537,HIP 67537,0,1,1
HIP 67537 b,HIP 67537,HIP 67537,0,1,1
HIP 67537 b,HIP 67537,HIP 67537,1,1,1
HIP 67851 b,HIP 67851,HIP 67851,0,1,2
HIP 67851 b,HIP 67851,HIP 67851,0,1,2
HIP 67851 b,HIP 67851,HIP 67851,1,1,2
HIP 67851 b,HIP 67851,HIP 67851,0,1,2
HIP 67851 c,HIP 67851,HIP 67851,0,1,2
HIP 67851 c,HIP 67851,HIP 67851,0,1,2
HIP 67851 c,HIP 67851,HIP 67851,0,1,2
HIP 67851 c,HIP 67851,HIP 67851,1,1,2
HIP 70849 b,HIP 70849,HIP 70849,0,2,1
HIP 70849 b,HIP 70849,HIP 70849,1,2,1
HIP 71135 b,HIP 71135,HIP 71135,1,1,1
HIP 74890 b,HIP 74890,HIP 74890,1,1,1
HIP 75092 b,HIP 75092,HIP 75092,1,1,1
HIP 78530 b,HIP 78530,HIP 78530,0,1,1
HIP 78530 b,HIP 78530,HIP 78530,1,1,1
HIP 78530 b,HIP 78530,HIP 78530,0,1,1
HIP 79098 AB b,HIP 79098 AB,HIP 79098 AB,1,2,1
HIP 79431 b,HIP 79431,HIP 79431,1,1,1
HIP 81208 C b,HIP 81208 C,HIP 81208 C,1,3,1
HIP 8541 b,HIP 8541,HIP 8541,1,2,2
HIP 8541 b,HIP 8541,HIP 8541,0,2,2
HIP 8541 b,HIP 8541,HIP 8541,0,2,2
HIP 86221 b,HIP 86221,HIP 86221,1,1,1
HIP 90988 b,HIP 90988,HIP 90988,0,1,1
HIP 90988 b,HIP 90988,HIP 90988,1,1,1
HIP 91258 b,HIP 91258,HIP 91258,1,1,1
